LOCATION,Country,Indicator,TIME,Value
FRA,France,Personal earnings,2013,32656
DEU,Germany,Personal earnings,2013,34339
GRC,Greece,Personal earnings,2013,26454
HUN,Hungary,Personal earnings,2013,17666
ISL,Iceland,Personal earnings,2013,38434
IRL,Ireland,Personal earnings,2013,46661
ITA,Italy,Personal earnings,2013,31242
JPN,Japan,Personal earnings,2013,27459
KOR,Korea,Personal earnings,2013,25755
LUX,Luxembourg,Personal earnings,2013,45906
MEX,Mexico,Personal earnings,2013,9199
NLD,Netherlands,Personal earnings,2013,36857
NZL,New Zealand,Personal earnings,2013,28290
NOR,Norway,Personal earnings,2013,40180
POL,Poland,Personal earnings,2013,19457
PRT,Portugal,Personal earnings,2013,23308
SVK,Slovak Republic,Personal earnings,2013,16496
ESP,Spain,Personal earnings,2013,33478
SWE,Sweden,Personal earnings,2013,33000
CHE,Switzerland,Personal earnings,2013,39860
TUR,Turkey,Personal earnings,2013,17241
GBR,United Kingdom,Personal earnings,2013,38268
USA,United States,Personal earnings,2013,47361
OTO,OECD - Total,Personal earnings,2013,32275
BRA,Brazil,Personal earnings,2013,10108
CHL,Chile,Personal earnings,2013,14441
EST,Estonia,Personal earnings,2013,15754
ISR,Israel,Personal earnings,2013,23748
RUS,Russia,Personal earnings,2013,17837
SVN,Slovenia,Personal earnings,2013,28784
AUS,Australia,Personal earnings,2013,55624
AUT,Austria,Personal earnings,2013,55997
BEL,Belgium,Personal earnings,2013,53577
CAN,Canada,Personal earnings,2013,58316
CZE,Czech Republic,Personal earnings,2013,23141
DNK,Denmark,Personal earnings,2013,57073
FIN,Finland,Personal earnings,2013,45547
FRA,France,Personal earnings,2013,45292
DEU,Germany,Personal earnings,2013,51081
GRC,Greece,Personal earnings,2013,35752
HUN,Hungary,Personal earnings,2013,24465
ISL,Iceland,Personal earnings,2013,55075
IRL,Ireland,Personal earnings,2013,67630
ITA,Italy,Personal earnings,2013,40560
JPN,Japan,Personal earnings,2013,45161
KOR,Korea,Personal earnings,2013,50409
LUX,Luxembourg,Personal earnings,2013,68946
MEX,Mexico,Personal earnings,2013,12260
NLD,Netherlands,Personal earnings,2013,55029
NZL,New Zealand,Personal earnings,2013,38798
NOR,Norway,Personal earnings,2013,48724
POL,Poland,Personal earnings,2013,26308
PRT,Portugal,Personal earnings,2013,30578
SVK,Slovak Republic,Personal earnings,2013,24165
ESP,Spain,Personal earnings,2013,47165
SWE,Sweden,Personal earnings,2013,47880
CHE,Switzerland,Personal earnings,2013,74652
TUR,Turkey,Personal earnings,2013,24076
GBR,United Kingdom,Personal earnings,2013,57373
USA,United States,Personal earnings,2013,70927
OTO,OECD - Total,Personal earnings,2013,47324
BRA,Brazil,Personal earnings,2013,13565
CHL,Chile,Personal earnings,2013,19901
EST,Estonia,Personal earnings,2013,21851
ISR,Israel,Personal earnings,2013,39324
RUS,Russia,Personal earnings,2013,24971
SVN,Slovenia,Personal earnings,2013,41756
AUS,Australia,Personal earnings,2013,26074
AUT,Austria,Personal earnings,2013,26006
BEL,Belgium,Personal earnings,2013,30923
CAN,Canada,Personal earnings,2013,24547
CZE,Czech Republic,Personal earnings,2013,11276
DNK,Denmark,Personal earnings,2013,29513
FIN,Finland,Personal earnings,2013,24691
FRA,France,Personal earnings,2013,23069
DEU,Germany,Personal earnings,2013,23625
GRC,Greece,Personal earnings,2013,16807
HUN,Hungary,Personal earnings,2013,9595
ISL,Iceland,Personal earnings,2013,26879
IRL,Ireland,Personal earnings,2013,28182
ITA,Italy,Personal earnings,2013,24287
JPN,Japan,Personal earnings,2013,22154
KOR,Korea,Personal earnings,2013,17458
LUX,Luxembourg,Personal earnings,2013,33342
MEX,Mexico,Personal earnings,2013,4970
NLD,Netherlands,Personal earnings,2013,28345
NZL,New Zealand,Personal earnings,2013,19006
NOR,Norway,Personal earnings,2013,30366
POL,Poland,Personal earnings,2013,10906
PRT,Portugal,Personal earnings,2013,13056
SVK,Slovak Republic,Personal earnings,2013,10496
ESP,Spain,Personal earnings,2013,21065
SWE,Sweden,Personal earnings,2013,22308
CHE,Switzerland,Personal earnings,2013,39951
TUR,Turkey,Personal earnings,2013,10457
GBR,United Kingdom,Personal earnings,2013,24428
USA,United States,Personal earnings,2013,24080
OTO,OECD - Total,Personal earnings,2013,22240
BRA,Brazil,Personal earnings,2013,5557
CHL,Chile,Personal earnings,2013,8477
EST,Estonia,Personal earnings,2013,9397
ISR,Israel,Personal earnings,2013,13691
RUS,Russia,Personal earnings,2013,10886
SVN,Slovenia,Personal earnings,2013,19185
AUS,Australia,Quality of support network,2013,94
AUT,Austria,Quality of support network,2013,94
BEL,Belgium,Quality of support network,2013,92
CAN,Canada,Quality of support network,2013,94
CZE,Czech Republic,Quality of support network,2013,89
DNK,Denmark,Quality of support network,2013,94
FIN,Finland,Quality of support network,2013,92
FRA,France,Quality of support network,2013,93
DEU,Germany,Quality of support network,2013,92
GRC,Greece,Quality of support network,2013,81
HUN,Hungary,Quality of support network,2013,90
ISL,Iceland,Quality of support network,2013,98
IRL,Ireland,Quality of support network,2013,96
ITA,Italy,Quality of support network,2013,86
JPN,Japan,Quality of support network,2013,90
KOR,Korea,Quality of support network,2013,77
LUX,Luxembourg,Quality of support network,2013,91
MEX,Mexico,Quality of support network,2013,76
NLD,Netherlands,Quality of support network,2013,94
NZL,New Zealand,Quality of support network,2013,93
NOR,Norway,Quality of support network,2013,93
POL,Poland,Quality of support network,2013,91
PRT,Portugal,Quality of support network,2013,85
SVK,Slovak Republic,Quality of support network,2013,89
ESP,Spain,Quality of support network,2013,93
SWE,Sweden,Quality of support network,2013,92
CHE,Switzerland,Quality of support network,2013,94
TUR,Turkey,Quality of support network,2013,73
GBR,United Kingdom,Quality of support network,2013,95
USA,United States,Quality of support network,2013,90
OTO,OECD - Total,Quality of support network,2013,90
BRA,Brazil,Quality of support network,2013,88
CHL,Chile,Quality of support network,2013,82
EST,Estonia,Quality of support network,2013,86
ISR,Israel,Quality of support network,2013,89
RUS,Russia,Quality of support network,2013,87
SVN,Slovenia,Quality of support network,2013,92
AUS,Australia,Quality of support network,2013,92
AUT,Austria,Quality of support network,2013,92
BEL,Belgium,Quality of support network,2013,93
CAN,Canada,Quality of support network,2013,96
CZE,Czech Republic,Quality of support network,2013,87
DNK,Denmark,Quality of support network,2013,96
FIN,Finland,Quality of support network,2013,90
FRA,France,Quality of support network,2013,94
DEU,Germany,Quality of support network,2013,92
GRC,Greece,Quality of support network,2013,82
HUN,Hungary,Quality of support network,2013,90
ISL,Iceland,Quality of support network,2013,98
IRL,Ireland,Quality of support network,2013,95
ITA,Italy,Quality of support network,2013,85
JPN,Japan,Quality of support network,2013,90
KOR,Korea,Quality of support network,2013,74
LUX,Luxembourg,Quality of support network,2013,90
MEX,Mexico,Quality of support network,2013,75
NLD,Netherlands,Quality of support network,2013,93
NZL,New Zealand,Quality of support network,2013,91
NOR,Norway,Quality of support network,2013,93
POL,Poland,Quality of support network,2013,90
PRT,Portugal,Quality of support network,2013,86
SVK,Slovak Republic,Quality of support network,2013,88
ESP,Spain,Quality of support network,2013,93
SWE,Sweden,Quality of support network,2013,90
CHE,Switzerland,Quality of support network,2013,93
TUR,Turkey,Quality of support network,2013,72
GBR,United Kingdom,Quality of support network,2013,93
USA,United States,Quality of support network,2013,88
OTO,OECD - Total,Quality of support network,2013,89
BRA,Brazil,Quality of support network,2013,90
CHL,Chile,Quality of support network,2013,79
EST,Estonia,Quality of support network,2013,84
ISR,Israel,Quality of support network,2013,89
RUS,Russia,Quality of support network,2013,87
SVN,Slovenia,Quality of support network,2013,93
AUS,Australia,Quality of support network,2013,95
AUT,Austria,Quality of support network,2013,96
BEL,Belgium,Quality of support network,2013,92
CAN,Canada,Quality of support network,2013,93
CZE,Czech Republic,Quality of support network,2013,90
DNK,Denmark,Quality of support network,2013,93
FIN,Finland,Quality of support network,2013,94
FRA,France,Quality of support network,2013,93
DEU,Germany,Quality of support network,2013,93
GRC,Greece,Quality of support network,2013,80
HUN,Hungary,Quality of support network,2013,90
ISL,Iceland,Quality of support network,2013,97
IRL,Ireland,Quality of support network,2013,98
ITA,Italy,Quality of support network,2013,87
JPN,Japan,Quality of support network,2013,90
KOR,Korea,Quality of support network,2013,79
LUX,Luxembourg,Quality of support network,2013,91
MEX,Mexico,Quality of support network,2013,76
NLD,Netherlands,Quality of support network,2013,94
NZL,New Zealand,Quality of support network,2013,94
NOR,Norway,Quality of support network,2013,93
POL,Poland,Quality of support network,2013,92
PRT,Portugal,Quality of support network,2013,84
SVK,Slovak Republic,Quality of support network,2013,90
ESP,Spain,Quality of support network,2013,94
SWE,Sweden,Quality of support network,2013,94
CHE,Switzerland,Quality of support network,2013,96
TUR,Turkey,Quality of support network,2013,74
GBR,United Kingdom,Quality of support network,2013,96
USA,United States,Quality of support network,2013,92
OTO,OECD - Total,Quality of support network,2013,90
BRA,Brazil,Quality of support network,2013,87
CHL,Chile,Quality of support network,2013,85
EST,Estonia,Quality of support network,2013,87
ISR,Israel,Quality of support network,2013,90
RUS,Russia,Quality of support network,2013,88
SVN,Slovenia,Quality of support network,2013,91
AUS,Australia,Quality of support network,2013,95
AUT,Austria,Quality of support network,2013,97
BEL,Belgium,Quality of support network,2013,93
CAN,Canada,Quality of support network,2013,93
CZE,Czech Republic,Quality of support network,2013,89
DNK,Denmark,Quality of support network,2013,93
FIN,Finland,Quality of support network,2013,98
FRA,France,Quality of support network,2013,95
DEU,Germany,Quality of support network,2013,94
GRC,Greece,Quality of support network,2013,85
HUN,Hungary,Quality of support network,2013,95
ISL,Iceland,Quality of support network,2013,97
IRL,Ireland,Quality of support network,2013,98
ITA,Italy,Quality of support network,2013,89
JPN,Japan,Quality of support network,2013,93
KOR,Korea,Quality of support network,2013,82
LUX,Luxembourg,Quality of support network,2013,92
MEX,Mexico,Quality of support network,2013,87
NLD,Netherlands,Quality of support network,2013,95
NZL,New Zealand,Quality of support network,2013,91
NOR,Norway,Quality of support network,2013,94
POL,Poland,Quality of support network,2013,96
PRT,Portugal,Quality of support network,2013,95
SVK,Slovak Republic,Quality of support network,2013,96
ESP,Spain,Quality of support network,2013,99
SWE,Sweden,Quality of support network,2013,92
CHE,Switzerland,Quality of support network,2013,95
TUR,Turkey,Quality of support network,2013,87
GBR,United Kingdom,Quality of support network,2013,96
USA,United States,Quality of support network,2013,96
OTO,OECD - Total,Quality of support network,2013,93
BRA,Brazil,Quality of support network,2013,91
CHL,Chile,Quality of support network,2013,89
EST,Estonia,Quality of support network,2013,91
ISR,Israel,Quality of support network,2013,91
RUS,Russia,Quality of support network,2013,89
SVN,Slovenia,Quality of support network,2013,95
AUS,Australia,Quality of support network,2013,82
AUT,Austria,Quality of support network,2013,96
BEL,Belgium,Quality of support network,2013,87
CAN,Canada,Quality of support network,2013,97
CZE,Czech Republic,Quality of support network,2013,91
DNK,Denmark,Quality of support network,2013,90
FIN,Finland,Quality of support network,2013,84
FRA,France,Quality of support network,2013,90
DEU,Germany,Quality of support network,2013,93
GRC,Greece,Quality of support network,2013,77
HUN,Hungary,Quality of support network,2013,88
ISL,Iceland,Quality of support network,2013,98
IRL,Ireland,Quality of support network,2013,100
ITA,Italy,Quality of support network,2013,84
JPN,Japan,Quality of support network,2013,86
KOR,Korea,Quality of support network,2013,42
LUX,Luxembourg,Quality of support network,2013,87
MEX,Mexico,Quality of support network,2013,71
NLD,Netherlands,Quality of support network,2013,86
NZL,New Zealand,Quality of support network,2013,91
NOR,Norway,Quality of support network,2013,91
POL,Poland,Quality of support network,2013,87
PRT,Portugal,Quality of support network,2013,75
SVK,Slovak Republic,Quality of support network,2013,84
ESP,Spain,Quality of support network,2013,90
SWE,Sweden,Quality of support network,2013,76
CHE,Switzerland,Quality of support network,2013,95
TUR,Turkey,Quality of support network,2013,65
GBR,United Kingdom,Quality of support network,2013,92
USA,United States,Quality of support network,2013,84
OTO,OECD - Total,Quality of support network,2013,84
BRA,Brazil,Quality of support network,2013,88
CHL,Chile,Quality of support network,2013,75
EST,Estonia,Quality of support network,2013,84
ISR,Israel,Quality of support network,2013,67
RUS,Russia,Quality of support network,2013,83
SVN,Slovenia,Quality of support network,2013,86
AUS,Australia,Educational attainment,2013,73
AUT,Austria,Educational attainment,2013,82
BEL,Belgium,Educational attainment,2013,70
CAN,Canada,Educational attainment,2013,88
CZE,Czech Republic,Educational attainment,2013,92
DNK,Denmark,Educational attainment,2013,76
FIN,Finland,Educational attainment,2013,83
FRA,France,Educational attainment,2013,71
DEU,Germany,Educational attainment,2013,86
GRC,Greece,Educational attainment,2013,65
HUN,Hungary,Educational attainment,2013,81
ISL,Iceland,Educational attainment,2013,67
IRL,Ireland,Educational attainment,2013,73
ITA,Italy,Educational attainment,2013,55
JPN,Japan,Educational attainment,2013,92
KOR,Korea,Educational attainment,2013,80
LUX,Luxembourg,Educational attainment,2013,78
MEX,Mexico,Educational attainment,2013,36
NLD,Netherlands,Educational attainment,2013,73
NZL,New Zealand,Educational attainment,2013,73
NOR,Norway,Educational attainment,2013,81
POL,Poland,Educational attainment,2013,89
PRT,Portugal,Educational attainment,2013,32
SVK,Slovak Republic,Educational attainment,2013,91
ESP,Spain,Educational attainment,2013,53
SWE,Sweden,Educational attainment,2013,87
CHE,Switzerland,Educational attainment,2013,86
TUR,Turkey,Educational attainment,2013,31
GBR,United Kingdom,Educational attainment,2013,75
USA,United States,Educational attainment,2013,89
OTO,OECD - Total,Educational attainment,2013,74
BRA,Brazil,Educational attainment,2013,41
CHL,Chile,Educational attainment,2013,71
EST,Estonia,Educational attainment,2013,89
ISR,Israel,Educational attainment,2013,82
RUS,Russia,Educational attainment,2013,91
SVN,Slovenia,Educational attainment,2013,83
AUS,Australia,Educational attainment,2013,76
AUT,Austria,Educational attainment,2013,88
BEL,Belgium,Educational attainment,2013,70
CAN,Canada,Educational attainment,2013,87
CZE,Czech Republic,Educational attainment,2013,95
DNK,Denmark,Educational attainment,2013,77
FIN,Finland,Educational attainment,2013,81
FRA,France,Educational attainment,2013,72
DEU,Germany,Educational attainment,2013,88
GRC,Greece,Educational attainment,2013,65
HUN,Hungary,Educational attainment,2013,84
ISL,Iceland,Educational attainment,2013,67
IRL,Ireland,Educational attainment,2013,71
ITA,Italy,Educational attainment,2013,54
JPN,Japan,Educational attainment,2013,93
KOR,Korea,Educational attainment,2013,85
LUX,Luxembourg,Educational attainment,2013,81
MEX,Mexico,Educational attainment,2013,38
NLD,Netherlands,Educational attainment,2013,75
NZL,New Zealand,Educational attainment,2013,74
NOR,Norway,Educational attainment,2013,81
POL,Poland,Educational attainment,2013,89
PRT,Portugal,Educational attainment,2013,29
SVK,Slovak Republic,Educational attainment,2013,93
ESP,Spain,Educational attainment,2013,52
SWE,Sweden,Educational attainment,2013,85
CHE,Switzerland,Educational attainment,2013,89
TUR,Turkey,Educational attainment,2013,36
GBR,United Kingdom,Educational attainment,2013,78
USA,United States,Educational attainment,2013,88
OTO,OECD - Total,Educational attainment,2013,75
BRA,Brazil,Educational attainment,2013,39
CHL,Chile,Educational attainment,2013,72
EST,Estonia,Educational attainment,2013,86
ISR,Israel,Educational attainment,2013,81
RUS,Russia,Educational attainment,2013,90
SVN,Slovenia,Educational attainment,2013,85
AUS,Australia,Educational attainment,2013,71
AUT,Austria,Educational attainment,2013,77
BEL,Belgium,Educational attainment,2013,71
CAN,Canada,Educational attainment,2013,90
CZE,Czech Republic,Educational attainment,2013,89
DNK,Denmark,Educational attainment,2013,75
FIN,Finland,Educational attainment,2013,85
FRA,France,Educational attainment,2013,70
DEU,Germany,Educational attainment,2013,83
GRC,Greece,Educational attainment,2013,65
HUN,Hungary,Educational attainment,2013,78
ISL,Iceland,Educational attainment,2013,66
IRL,Ireland,Educational attainment,2013,76
ITA,Italy,Educational attainment,2013,56
JPN,Japan,Educational attainment,2013,91
KOR,Korea,Educational attainment,2013,76
LUX,Luxembourg,Educational attainment,2013,75
MEX,Mexico,Educational attainment,2013,35
NLD,Netherlands,Educational attainment,2013,71
NZL,New Zealand,Educational attainment,2013,72
NOR,Norway,Educational attainment,2013,80
POL,Poland,Educational attainment,2013,88
PRT,Portugal,Educational attainment,2013,35
SVK,Slovak Republic,Educational attainment,2013,89
ESP,Spain,Educational attainment,2013,54
SWE,Sweden,Educational attainment,2013,88
CHE,Switzerland,Educational attainment,2013,83
TUR,Turkey,Educational attainment,2013,26
GBR,United Kingdom,Educational attainment,2013,72
USA,United States,Educational attainment,2013,90
OTO,OECD - Total,Educational attainment,2013,73
BRA,Brazil,Educational attainment,2013,43
CHL,Chile,Educational attainment,2013,71
EST,Estonia,Educational attainment,2013,92
ISR,Israel,Educational attainment,2013,83
RUS,Russia,Educational attainment,2013,93
SVN,Slovenia,Educational attainment,2013,81
AUS,Australia,Student skills,2013,519
AUT,Austria,Student skills,2013,487
BEL,Belgium,Student skills,2013,509
CAN,Canada,Student skills,2013,527
CZE,Czech Republic,Student skills,2013,490
DNK,Denmark,Student skills,2013,499
FIN,Finland,Student skills,2013,543
FRA,France,Student skills,2013,497
DEU,Germany,Student skills,2013,510
GRC,Greece,Student skills,2013,473
HUN,Hungary,Student skills,2013,496
ISL,Iceland,Student skills,2013,501
IRL,Ireland,Student skills,2013,497
ITA,Italy,Student skills,2013,486
JPN,Japan,Student skills,2013,529
KOR,Korea,Student skills,2013,541
LUX,Luxembourg,Student skills,2013,482
MEX,Mexico,Student skills,2013,420
NLD,Netherlands,Student skills,2013,519
NZL,New Zealand,Student skills,2013,524
NOR,Norway,Student skills,2013,500
POL,Poland,Student skills,2013,501
PRT,Portugal,Student skills,2013,490
SVK,Slovak Republic,Student skills,2013,488
ESP,Spain,Student skills,2013,484
SWE,Sweden,Student skills,2013,496
CHE,Switzerland,Student skills,2013,517
TUR,Turkey,Student skills,2013,455
GBR,United Kingdom,Student skills,2013,500
USA,United States,Student skills,2013,496
OTO,OECD - Total,Student skills,2013,497
BRA,Brazil,Student skills,2013,401
CHL,Chile,Student skills,2013,439
EST,Estonia,Student skills,2013,514
ISR,Israel,Student skills,2013,459
RUS,Russia,Student skills,2013,469
SVN,Slovenia,Student skills,2013,499
AUS,Australia,Student skills,2013,514
AUT,Austria,Student skills,2013,484
BEL,Belgium,Student skills,2013,509
CAN,Canada,Student skills,2013,524
CZE,Czech Republic,Student skills,2013,483
DNK,Denmark,Student skills,2013,499
FIN,Finland,Student skills,2013,532
FRA,France,Student skills,2013,493
DEU,Germany,Student skills,2013,507
GRC,Greece,Student skills,2013,466
HUN,Hungary,Student skills,2013,491
ISL,Iceland,Student skills,2013,494
IRL,Ireland,Student skills,2013,491
ITA,Italy,Student skills,2013,481
JPN,Japan,Student skills,2013,523
KOR,Korea,Student skills,2013,536
LUX,Luxembourg,Student skills,2013,480
MEX,Mexico,Student skills,2013,419
NLD,Netherlands,Student skills,2013,518
NZL,New Zealand,Student skills,2013,517
NOR,Norway,Student skills,2013,493
POL,Poland,Student skills,2013,492
PRT,Portugal,Student skills,2013,485
SVK,Slovak Republic,Student skills,2013,480
ESP,Spain,Student skills,2013,484
SWE,Sweden,Student skills,2013,487
CHE,Switzerland,Student skills,2013,515
TUR,Turkey,Student skills,2013,447
GBR,United Kingdom,Student skills,2013,501
USA,United States,Student skills,2013,498
OTO,OECD - Total,Student skills,2013,492
BRA,Brazil,Student skills,2013,399
CHL,Chile,Student skills,2013,441
EST,Estonia,Student skills,2013,508
ISR,Israel,Student skills,2013,452
RUS,Russia,Student skills,2013,461
SVN,Slovenia,Student skills,2013,488
AUS,Australia,Student skills,2013,523
AUT,Austria,Student skills,2013,489
BEL,Belgium,Student skills,2013,509
CAN,Canada,Student skills,2013,530
CZE,Czech Republic,Student skills,2013,499
DNK,Denmark,Student skills,2013,499
FIN,Finland,Student skills,2013,555
FRA,France,Student skills,2013,500
DEU,Germany,Student skills,2013,513
GRC,Greece,Student skills,2013,480
HUN,Hungary,Student skills,2013,500
ISL,Iceland,Student skills,2013,507
IRL,Ireland,Student skills,2013,503
ITA,Italy,Student skills,2013,492
JPN,Japan,Student skills,2013,537
KOR,Korea,Student skills,2013,547
LUX,Luxembourg,Student skills,2013,484
MEX,Mexico,Student skills,2013,421
NLD,Netherlands,Student skills,2013,519
NZL,New Zealand,Student skills,2013,532
NOR,Norway,Student skills,2013,508
POL,Poland,Student skills,2013,510
PRT,Portugal,Student skills,2013,495
SVK,Slovak Republic,Student skills,2013,496
ESP,Spain,Student skills,2013,485
SWE,Sweden,Student skills,2013,504
CHE,Switzerland,Student skills,2013,519
TUR,Turkey,Student skills,2013,462
GBR,United Kingdom,Student skills,2013,499
USA,United States,Student skills,2013,495
OTO,OECD - Total,Student skills,2013,501
BRA,Brazil,Student skills,2013,403
CHL,Chile,Student skills,2013,438
EST,Estonia,Student skills,2013,520
ISR,Israel,Student skills,2013,465
RUS,Russia,Student skills,2013,476
SVN,Slovenia,Student skills,2013,510
AUS,Australia,Student skills,2013,569
AUT,Austria,Student skills,2013,548
BEL,Belgium,Student skills,2013,576
CAN,Canada,Student skills,2013,567
CZE,Czech Republic,Student skills,2013,540
DNK,Denmark,Student skills,2013,545
FIN,Finland,Student skills,2013,573
FRA,France,Student skills,2013,561
DEU,Germany,Student skills,2013,571
GRC,Greece,Student skills,2013,523
HUN,Hungary,Student skills,2013,560
ISL,Iceland,Student skills,2013,534
IRL,Ireland,Student skills,2013,540
ITA,Italy,Student skills,2013,528
JPN,Japan,Student skills,2013,567
KOR,Korea,Student skills,2013,581
LUX,Luxembourg,Student skills,2013,539
MEX,Mexico,Student skills,2013,468
NLD,Netherlands,Student skills,2013,572
NZL,New Zealand,Student skills,2013,586
NOR,Norway,Student skills,2013,536
POL,Poland,Student skills,2013,556
PRT,Portugal,Student skills,2013,550
SVK,Slovak Republic,Student skills,2013,543
ESP,Spain,Student skills,2013,533
SWE,Sweden,Student skills,2013,545
CHE,Switzerland,Student skills,2013,573
TUR,Turkey,Student skills,2013,514
GBR,United Kingdom,Student skills,2013,556
USA,United States,Student skills,2013,559
OTO,OECD - Total,Student skills,2013,548
BRA,Brazil,Student skills,2013,456
CHL,Chile,Student skills,2013,498
EST,Estonia,Student skills,2013,549
ISR,Israel,Student skills,2013,514
RUS,Russia,Student skills,2013,516
SVN,Slovenia,Student skills,2013,552
AUS,Australia,Student skills,2013,471
AUT,Austria,Student skills,2013,431
BEL,Belgium,Student skills,2013,448
CAN,Canada,Student skills,2013,492
CZE,Czech Republic,Student skills,2013,444
DNK,Denmark,Student skills,2013,452
FIN,Finland,Student skills,2013,511
FRA,France,Student skills,2013,437
DEU,Germany,Student skills,2013,446
GRC,Greece,Student skills,2013,427
HUN,Hungary,Student skills,2013,427
ISL,Iceland,Student skills,2013,464
IRL,Ireland,Student skills,2013,452
ITA,Italy,Student skills,2013,441
JPN,Japan,Student skills,2013,492
KOR,Korea,Student skills,2013,499
LUX,Luxembourg,Student skills,2013,414
MEX,Mexico,Student skills,2013,379
NLD,Netherlands,Student skills,2013,475
NZL,New Zealand,Student skills,2013,467
NOR,Norway,Student skills,2013,459
POL,Poland,Student skills,2013,459
PRT,Portugal,Student skills,2013,445
SVK,Slovak Republic,Student skills,2013,436
ESP,Spain,Student skills,2013,441
SWE,Sweden,Student skills,2013,446
CHE,Switzerland,Student skills,2013,465
TUR,Turkey,Student skills,2013,408
GBR,United Kingdom,Student skills,2013,453
USA,United States,Student skills,2013,447
OTO,OECD - Total,Student skills,2013,449
BRA,Brazil,Student skills,2013,365
CHL,Chile,Student skills,2013,399
EST,Estonia,Student skills,2013,485
ISR,Israel,Student skills,2013,401
RUS,Russia,Student skills,2013,431
SVN,Slovenia,Student skills,2013,454
AUS,Australia,Years in education,2013,18.5
AUT,Austria,Years in education,2013,16.9
BEL,Belgium,Years in education,2013,18.7
CAN,Canada,Years in education,2013,17
CZE,Czech Republic,Years in education,2013,17.8
DNK,Denmark,Years in education,2013,18.8
FIN,Finland,Years in education,2013,19.6
FRA,France,Years in education,2013,16.4
DEU,Germany,Years in education,2013,17.9
GRC,Greece,Years in education,2013,18.5
HUN,Hungary,Years in education,2013,17.5
ISL,Iceland,Years in education,2013,19.4
IRL,Ireland,Years in education,2013,17.9
ITA,Italy,Years in education,2013,17.1
JPN,Japan,Years in education,2013,18.7
KOR,Korea,Years in education,2013,17.7
LUX,Luxembourg,Years in education,2013,14.9
MEX,Mexico,Years in education,2013,14.9
NLD,Netherlands,Years in education,2013,17.8
NZL,New Zealand,Years in education,2013,18.2
NOR,Norway,Years in education,2013,17.9
POL,Poland,Years in education,2013,18.2
PRT,Portugal,Years in education,2013,18
SVK,Slovak Republic,Years in education,2013,16.4
ESP,Spain,Years in education,2013,17.3
SWE,Sweden,Years in education,2013,19.2
CHE,Switzerland,Years in education,2013,17.2
TUR,Turkey,Years in education,2013,15.2
GBR,United Kingdom,Years in education,2013,16.6
USA,United States,Years in education,2013,17.1
OTO,OECD - Total,Years in education,2013,16.5
BRA,Brazil,Years in education,2013,16.3
CHL,Chile,Years in education,2013,16.2
EST,Estonia,Years in education,2013,17.4
ISR,Israel,Years in education,2013,15.8
RUS,Russia,Years in education,2013,16.6
SVN,Slovenia,Years in education,2013,18.4
AUS,Australia,Years in education,2013,18.3
AUT,Austria,Years in education,2013,16.7
BEL,Belgium,Years in education,2013,18.2
CAN,Canada,Years in education,2013,16.6
CZE,Czech Republic,Years in education,2013,17.3
DNK,Denmark,Years in education,2013,18.3
FIN,Finland,Years in education,2013,19.2
FRA,France,Years in education,2013,16.1
DEU,Germany,Years in education,2013,18
GRC,Greece,Years in education,2013,18.4
HUN,Hungary,Years in education,2013,17.2
ISL,Iceland,Years in education,2013,18.6
IRL,Ireland,Years in education,2013,17.9
ITA,Italy,Years in education,2013,16.6
JPN,Japan,Years in education,2013,18.3
KOR,Korea,Years in education,2013,18.5
LUX,Luxembourg,Years in education,2013,14.8
MEX,Mexico,Years in education,2013,14.7
NLD,Netherlands,Years in education,2013,17.8
NZL,New Zealand,Years in education,2013,17.7
NOR,Norway,Years in education,2013,17.5
POL,Poland,Years in education,2013,17.5
PRT,Portugal,Years in education,2013,17.7
SVK,Slovak Republic,Years in education,2013,15.9
ESP,Spain,Years in education,2013,17
SWE,Sweden,Years in education,2013,18.3
CHE,Switzerland,Years in education,2013,17.3
TUR,Turkey,Years in education,2013,15.7
GBR,United Kingdom,Years in education,2013,16.3
USA,United States,Years in education,2013,16.5
OTO,OECD - Total,Years in education,2013,17.2
BRA,Brazil,Years in education,2013,16
CHL,Chile,Years in education,2013,16.2
EST,Estonia,Years in education,2013,16.7
ISR,Israel,Years in education,2013,15.5
RUS,Russia,Years in education,2013,16
SVN,Slovenia,Years in education,2013,17.6
AUS,Australia,Years in education,2013,18.7
AUT,Austria,Years in education,2013,17.1
BEL,Belgium,Years in education,2013,19.3
CAN,Canada,Years in education,2013,17.4
CZE,Czech Republic,Years in education,2013,18.3
DNK,Denmark,Years in education,2013,19.3
FIN,Finland,Years in education,2013,20.1
FRA,France,Years in education,2013,16.7
DEU,Germany,Years in education,2013,17.7
GRC,Greece,Years in education,2013,18.6
HUN,Hungary,Years in education,2013,17.8
ISL,Iceland,Years in education,2013,20.4
IRL,Ireland,Years in education,2013,17.9
ITA,Italy,Years in education,2013,17.5
JPN,Japan,Years in education,2013,19.2
KOR,Korea,Years in education,2013,16.8
LUX,Luxembourg,Years in education,2013,15
MEX,Mexico,Years in education,2013,15
NLD,Netherlands,Years in education,2013,17.8
NZL,New Zealand,Years in education,2013,18.7
NOR,Norway,Years in education,2013,18.4
POL,Poland,Years in education,2013,19
PRT,Portugal,Years in education,2013,18.2
SVK,Slovak Republic,Years in education,2013,17
ESP,Spain,Years in education,2013,17.7
SWE,Sweden,Years in education,2013,20.2
CHE,Switzerland,Years in education,2013,17
